,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
stop11,0,0,0,0,0,0,0,0,0,2.000160007,2.000160007,0,2.999999999,2.999999999,2.999999999,4.000000003,3.999999992,4.000000003,3.999999992,4.000000003,4.000000003,3.999999992,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.999999995,4.000000003,4.000000003,4.999999995,3.999999997,4.999999995,4.999999995,5.999839999,4.999999995,4.000000003,4.000000003,4.999999995,4.000000003,3.999999992,3.999999997,3.999999992,2.999999999,2.999999999,2.000000007
stop12,0,0,0,0,0,0,0,0,0,0,2.000159996,0,0.999840003,1.999840001,1.999839996,1.999840006,1.999999996,1.999840006,1.999999996,2.000000007,2.999840004,2.99984001,2.000000001,2.000080001,2.99984001,2.000000007,2.000000007,2.999839999,2.499920003,2.000080001,1.999999996,2.000000007,2.99984001,2.999840004,2.000000007,2.000080007,1.999999996,2.000159996,2.999839999,1.999999996,2.000159996,2.000000007,1.999999996,1.999999996,1.999999996,1.999840006,1.999839996,0.999840003
stop13,0,0,0,0,0,0,0,0,0,0,2.000159996,0,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.999999999,2.500079998,2.000159996,2.999999999,2.000159996,2.000159996,2.999999999,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996
stop14,0,0,0,0,0,0,0,0,0,0,2.000160007,0,2.000159996,2.999999999,3.000000005,2.999999999,3.999999992,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.999999995,4.999999995,4.999999995,4.000000003,4.999999995,5.499920002,5.000000006,4.999999995,5.999999999,4.999999995,4.999920001,5.999999999,5.000000006,5.000000006,5.000000006,4.999920001,4.999840006,5.000000001,5.999999999,5.999999999,5.999999999,5.000000006,4.999999995,3.999999997,2.999999999
stop15,0,0,0,0,0,0,0,0,0,0,2.000159996,0,1.999999996,2.000000007,2.000159996,2.000079996,2.000000007,2.000000007,2.999999999,2.999999999,1.999999996,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.000159996,2.999999999,2.000000007,2.000000001,1.5
stop16,1.499999994,0,0,0,0,0,0,0,0,0,2.000159996,0,1.000000003,1.000000003,0.999999993,1.000000003,1.000000003,1.000000003,1.499920005,1.999999996,1.000000003,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.000000003,1.5,1.000000003,1.000000003,1.000000003,1.000000003,0.999999993,1.5,1.000000003,1.000000003,1.999999996,1.000000003,1.000000003,1.000000003,1.000000003
stop17,2.000159996,0,0,0,0,0,0,0,0,0,2.000160007,0,2.999999999,2.999999999,2.999999999,4.000000003,2.999919999,2.999999999,4.000000003,3.999999992,3.999999992,2.999999999,2.999999999,3.499999996,4.000000003,4.000000003,4.000000003,4.999999995,5.000000006,5.999999999,7.999999995,8.000000005,9.000000008,8.999999998,7.000000002,7.000000002,7.999999995,3.499999996,2.000000007,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,1.999999996,2.999999999
stop18,1,0,0,0,0,0,0,0,0,0,2.000159996,0,1.500079998,1,1,1,1.5,1.999840006,1.999840006,1.999920001,1.999999996,1.999840006,1.999999996,1.999999996,1.999920001,2.000000007,1.999840006,1.999999996,1.999840006,1.999999996,1.999999996,2.000000001,1.999920001,2.000080001,1.999920001,1.999840006,1.000000003,1.999999996,1.999999996,1.999920001,1.999840006,1.999840006,1.999840006,1,1,0.999840003,1,1
stop19,2.000159996,0,0,0,0,0,0,0,0,0,2.000159996,0,2.000159996,2.000159996,2.000159996,2.000000001,2.000000001,2.000159996,2.000159996,2.000159996,2.000000001,2.000080001,2.000000007,2.000000007,2.000000007,2.000000007,2.000159996,2.000000007,2.000159996,2.000159996,2.000159996,2.000000007,2.000159996,2.000000007,2.000159996,2.000000007,2.000159996,2.000000007,2.000159996,2.000000007,2.000159996,2.000080001,2.000080001,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996
stop20,2.500079998,0,0,0,0,0,0,0,0,0,2.000160007,0,1.999999996,1.999999996,2.999999999,3.000000005,2.000080001,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.500000003,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,3.000000005,2.999999999,2.999999999,2.500080003,2.999999999,2.999999999,2.000000007,2.999999999,2.999999999,2.999999999,2.999999999,2.000000007,1.999999996,2.000000007,1.999999996
stop21,2.000159996,0,0,0,0,0,0,0,0,0,2.000159996,0,0,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996
stop22,41.00016,0,0,0,0,0,0,0,0,0,40.502,42.00336,0,39.00015999,41.00016,45.00016,47.00016,48.00048,50.00032,50.00032,51.00031999,52.00031999,54.00016,54.00023999,52.50047999,56.50024,56.50023999,55.00015999,57.50023999,58.00087999,59.00031999,60.00016,61.50016,60.00031999,59.00015999,60.50024,58.00031999,61.50032,54.00032,51.50032,50.00032,52.00015999,52.00031999,51.50024,51.50031999,48.00031999,46.00015999,42.00016
